point_id;loss_sum_2013;loss_sum_2014;loss_sum_2015;loss_sum_2016;loss_sum_2017;loss_sum_2018;loss_sum_2019
36746_0;65;24;213;42;151;206;286
36756_0;46;242;0;3;2944;627;2
36764_0;186;305;692;2041;796;128;635
36773_0;21;1;32;405;1510;1388;2754
36777_0;0;0;0;0;0;0;0
36780_0;0;4;0;0;0;0;390
80657_0;0;18;0;662;11;0;0
80685_0;0;0;0;1839;302;60;42
80691_0;41;148;115;112;1589;289;798
249522_0;0;2;4;15946;5761;287;9
249527_0;545;488;200;309;442;126;344
249541_0;195;1215;6744;388;18365;14;204
249555_0;31;56;35;1743;14276;1922;182
249561_0;1522;21;11;102;122;228;1
249562_0;790;416;129;145;396;64;256
249570_0;0;14;0;0;0;0;0
202343_0;4;7;0;19;3;0;0
202366_0;0;0;0;0;0;0;0
202396_0;141;470;171;13;178;342;169
64180_0;38;155;22;10;29;75;83
64203_0;297;418;173;298;171;120;478
64206_0;57;184;453;1330;3963;1519;1208
64218_0;0;0;0;1;26;0;0
64223_0;696;301;485;124;1210;880;375
64225_0;4;15;0;0;0;0;0
206434_0;0;0;0;16;0;2;0
206447_0;163;1119;1798;1218;1027;177;417
206467_0;80;358;184;578;324;161;106
206468_0;7;0;0;0;0;0;0
206477_0;196;837;4972;341;194;185;54
206481_0;4;25;26;559;310;2904;864
82596_0;0;3;22;4418;2728;0;1876
82600_0;0;0;0;3;3;0;0
82608_0;18;88;0;0;0;0;0
82610_0;222;967;351;485;380;523;407
82624_0;692;178;150;983;692;575;200
82629_0;273;77;94;215;148;19;719
82630_0;0;0;0;0;15;0;0
82645_0;12;14;2;0;0;3;0
11717_0;6;28;13;5;12;12;7
11724_0;118;667;565;150;311;241;424
11730_0;0;2;6;14;5896;1171;8
11736_0;4;10;0;15;32;6;10
11737_0;22;161;115;511;1352;154;338
11757_0;1822;1249;794;1752;2183;548;1547
11758_0;2;0;0;0;4;0;0
164339_0;0;0;2;33;33;17;22
164377_0;9;55;2187;171;1980;497;10
164394_0;10;37;84;25;4;13;10
245954_0;8;536;141;5870;12822;6242;2742
245961_0;0;0;0;1;6;4;0
245981_0;807;308;788;593;1165;859;197
245988_0;34;136;20;55;306;239;73
245992_0;1193;349;1158;891;736;236;103
245996_0;2;12;0;4997;1973;32;22
246000_0;139;6;62;0;838;0;0
246003_0;4;13;38;124;32;534;498
207160_0;402;381;143;243;1147;42;868
207168_0;76;180;33;0;0;0;8
207170_0;55;656;319;8039;3099;1073;876
207172_0;24;97;73;1552;500;992;285
207191_0;361;74;461;131;414;493;216
207195_0;0;0;0;0;0;0;0
207196_0;44;840;575;1146;5264;1046;3316
207197_0;35;55;70;231;121;45;35
207202_0;259;3839;4326;1419;857;1102;371
207213_0;84;12;14;18;118;8;4
204411_0;2;1;0;0;0;0;0
204412_0;1;22;0;105;125;30;24
204418_0;0;0;0;9;0;0;1
204424_0;2;6;3;0;2;3;0
204428_0;36;292;241;333;858;267;319
204431_0;0;90;42;656;909;5;0
204438_0;313;409;304;758;1213;750;416
204453_0;0;0;0;5;63;0;0
204455_0;0;0;0;53;0;0;0
22948_0;361;56;8;0;25;0;37
22957_0;5;41;13;106;87;0;7
22963_0;16;362;4903;2311;1025;79;248
22980_0;417;485;668;984;1266;535;1303
22981_0;606;371;36;210;372;314;362
22984_0;5;7;1;448;7;117;0
24708_0;2;3;3;5;1;0;0
24710_0;98;3188;7283;291;1695;954;4948
24718_0;14;79;6;780;1544;217;165
24734_0;232;1000;120;184;369;1047;588
24736_0;284;2;9;189;252;61;7
24740_0;0;5;0;0;0;0;0
24742_0;20;16;0;0;0;110;22
24763_0;280;950;415;584;535;310;538
34720_0;5;79;28;63;2759;133;90
34726_0;1;36;0;0;9031;21389;1
34728_0;21;52;0;5;58;1;26
34758_0;15;1;165;22;0;0;0
34760_0;0;0;0;0;0;0;0
34161_0;0;0;68;98;238;113;12
34169_0;7;41;30;68;30;4;69
34170_0;222;477;188;66;2447;3518;4989
34197_0;119;200;182;353;1139;187;447
34200_0;239;67;94;242;5553;98;602
139692_0;926;1523;217;440;2327;212;1832
139720_0;0;0;2;0;0;0;0
139725_0;0;1;0;4;2;0;0
139729_0;0;0;0;0;108;7;79
139737_0;105;227;171;383;1196;367;634
139750_0;3;22;7;2;18927;446;70
4152_0;292;446;126;82;320;916;2340
4157_0;527;1691;1528;800;1871;330;408
4158_0;0;0;0;0;0;0;0
4175_0;0;5;26;0;0;0;0
4176_0;0;0;0;11;0;0;0
4180_0;0;1;0;0;0;0;0
4193_0;533;1724;417;76;519;314;691
4195_0;0;0;0;0;5;9;0
4198_0;79;47;20;147;165;1;67
53756_0;0;0;0;0;0;0;0
53762_0;0;1;192;162;54;5;0
53767_0;0;0;0;0;3;0;0
53783_0;0;0;4;22;47;11;58
53792_0;0;46;308;20;45;0;37
228385_0;2327;8026;1506;3097;2068;209;1146
228387_0;51;32;80;22518;4139;0;0
228397_0;190;492;159;313;1553;273;971
228424_0;133;190;5;107;190;90;322
228431_0;0;0;0;0;0;0;0
228443_0;0;0;19;0;0;0;0
217776_0;644;178;189;1317;3000;311;3773
217782_0;154;610;937;2138;1255;892;450
217788_0;0;5;0;8;1;0;0
217792_0;1043;1342;1127;896;1069;286;794
217793_0;177;0;0;8;692;1164;1387
217798_0;20;0;0;0;0;0;0
217809_0;25;12;0;7726;9233;6736;10878
217810_0;506;326;144;414;364;168;5
217818_0;1;4;0;0;0;0;0
217821_0;400;397;221;365;274;78;138
217828_0;0;0;6;0;0;0;3
217830_0;2;0;0;251;1058;77;48
166167_0;241;227;334;1551;397;786;963
166169_0;229;313;52;145;7;15;68
166177_0;140;53;13;34;23;14;1
166190_0;0;14;0;0;4;0;0
166192_0;0;1;0;0;0;0;0
166193_0;333;428;105;200;7;12;95
166204_0;0;14;0;0;5;0;107
166212_0;0;5;9;69;58;19;76
166220_0;89;628;570;1989;680;415;316
87318_0;0;4;43;3;1;0;0
56917_0;0;0;0;0;0;0;0
56925_0;142;199;147;209;615;188;216
56926_0;3;0;0;0;2289;3;0
56931_0;1;1;0;109;676;196;34
56932_0;98;174;4;47;242;315;998
56947_0;0;3;0;0;16;6;0
56955_0;300;870;149;138;237;5791;92
56964_0;0;0;0;0;0;0;0
56972_0;0;0;0;0;0;0;0
105408_0;0;1657;908;382;992;2144;500
105424_0;0;0;0;0;0;13;0
105427_0;0;2;0;1;6;0;0
105431_0;0;7;156;258;2064;243;0
105438_0;1;1;0;0;8;0;0
105444_0;2;2;0;0;1;0;0
105449_0;0;0;0;0;0;10;0
105453_0;10;5;0;50;292;1287;63
74125_0;10;22;7;0;20;15;170
74130_0;3;1;0;0;2399;1410;693
74135_0;0;0;0;0;0;0;0
74151_0;0;0;0;0;44;0;0
74158_0;0;0;0;14;13;3;8
74162_0;0;0;0;0;0;3;0
74163_0;44;53;7;150;11534;330;795
74166_0;59;470;194;525;139;51;130
74170_0;23;393;6;210;30;479;20
74175_0;1;12;0;9;0;0;0
189232_0;59;178;194;75;621;594;4747
189242_0;733;3012;1153;3160;2036;90;126
189248_0;0;1;0;0;0;0;5
189254_0;196;5120;363;327;4711;5478;318
189267_0;14;21;0;5;156;25;0
189273_0;508;66;0;121;27;1;318
189278_0;3;17;0;0;0;0;0
189279_0;40;4;0;5;4;0;0
161355_0;0;2;4;6;0;0;0
161357_0;14;27;14;108;0;6;88
161359_0;676;195;151;1407;3669;310;4300
161361_0;0;0;0;0;0;0;0
161362_0;1;0;2;89;184;739;250
161376_0;6;23;23;149;15;20;7
119621_0;0;0;2;0;10;161;26
119631_0;0;4;0;0;0;0;0
119636_0;110;134;84;115;173;84;59
119641_0;0;1;0;1;0;9;627
119648_0;0;0;0;0;0;0;0
119651_0;0;0;0;0;0;0;0
119666_0;249;163;425;324;237;713;141
119671_0;171;501;475;275;815;860;971
119672_0;1;5;0;3;0;0;0
119674_0;0;13;617;132;178;46;56
119679_0;788;250;1040;1299;121;283;321
186430_0;0;92;0;174;3;250;13
186444_0;1219;2;18;17;255;322;2029
186450_0;18;1;385;10;348;573;578
186459_0;37;18;2;39;3;18;15
28249_0;0;28;0;19;21;0;236
28256_0;1;0;0;1;31;0;0
28258_0;0;0;0;2;1;0;0
28259_0;80;158;2;75;186;114;129
28269_0;0;0;0;0;2;0;0
28290_0;327;666;0;141;166;18;316
28298_0;0;0;0;0;0;0;0
123099_0;0;0;0;0;0;13;0
123101_0;1040;2830;1042;2;51;18;67
123102_0;6;8;14;87;697;48;64
123111_0;0;0;0;15;19;0;0
123114_0;1;299;0;27;26;39;10
123143_0;0;0;0;3114;6127;0;0
123144_0;1;0;0;0;17;0;0
123147_0;3;100;389;899;167;9;72
123153_0;386;351;359;599;1192;1948;244
123157_0;3941;2221;420;153;744;1131;239
154275_0;16;17;0;44;18378;243;0
154278_0;4;82;228;130;213;59;310
154285_0;0;0;0;0;8;0;0
154310_0;45;637;59;297;4320;843;9103
154328_0;0;24;0;3;21;0;0
35161_0;169;1951;46;250;137;84;8
35163_0;123;698;807;1480;499;459;77
35168_0;11;241;0;0;0;0;8
35177_0;231;683;252;1632;1651;1087;410
35179_0;6;0;0;0;0;0;0
35186_0;848;692;1078;1927;1117;609;546
132373_0;11;56;0;151;94;2;6
132388_0;11;257;86;43;16;427;21
241887_0;0;0;0;0;4;0;0
241894_0;7;91;69;15;225;53;835
241897_0;273;105;15;60;153;36;137
241901_0;117;151;3;58;1;0;3
241911_0;346;425;466;712;613;247;169
241916_0;1040;1115;967;1218;916;340;1135
241922_0;4;14;0;0;2;0;0
207278_0;979;1770;1150;485;717;266;323
207279_0;17;1;0;372;234;36;400
207288_0;32;106;28;1837;79;523;925
207289_0;938;18;306;206;4239;2645;93
207292_0;161;365;303;984;710;561;218
207299_0;320;1302;5807;1217;498;910;239
207304_0;20;29;251;174;277;23;499
207319_0;2;406;81;129;2064;142;346
207330_0;73;133;96;639;162;9;1125
207336_0;51;20;148;99;246;260;230
207338_0;0;0;0;0;3610;265;0
121275_0;115;12;12;85;172;454;698
121288_0;719;1022;531;1591;901;676;778
121292_0;0;17;0;3;114;0;0
121293_0;84;250;4;123;75;99;179
121295_0;237;67;0;101;217;170;215
121298_0;23;31;11;42;58;3;31
121305_0;2;6;21;2;25;16;32
121312_0;0;0;0;0;2;0;0
121318_0;0;0;2;0;1;0;40
121326_0;0;0;0;0;0;0;0
121327_0;681;2947;1108;1345;5318;1267;642
124626_0;9;1;59;103;8113;513;2064
124633_0;5;0;0;0;0;0;0
124658_0;1;0;0;0;0;0;0
124659_0;0;0;0;0;0;0;0
124660_0;0;0;0;0;0;0;0
124661_0;164;9;259;35;209;61;22
87112_0;0;0;4;0;0;0;0
87122_0;2149;129;62;95;126;378;285
87126_0;55;456;327;1031;1153;507;461
87129_0;8;48;218;2052;83;149;286
87138_0;0;4;0;377;21;0;0
87162_0;1;0;0;0;15;0;0
87163_0;0;0;0;0;0;0;0
87165_0;6;40;11;1029;1763;61;813
102011_0;80;28;6;106;27;25;38
102026_0;22;7;173;93;4799;727;445
102029_0;1530;2362;951;1325;3227;825;676
102048_0;7;9;0;0;91;230;36
97601_0;2;4;0;77;0;0;0
97604_0;9;4290;1731;158;367;8;0
97606_0;31;29;4234;4445;69;343;216
97617_0;76;117;2;125;75;14;15
97631_0;1;107;148;30;200;186;11
97634_0;434;693;105;635;1213;1367;1984
97642_0;0;1;4;407;174;39;28
97643_0;0;0;0;0;0;0;0
97648_0;118;50;159;152;165;960;447
97650_0;102;26;1;0;30;190;35
134948_0;1;3;0;0;2;0;0
134949_0;13;918;298;745;261;255;32
134950_0;0;2;46;1619;46;0;1
134959_0;132;118;14;151;413;138;59
134960_0;133;388;71;1962;6868;2114;663
134965_0;26;41;0;1;30;0;8
134971_0;3;10;0;0;18;0;0
134974_0;0;0;0;0;1;0;14
134977_0;0;6;0;0;0;0;149
134985_0;15;22;10;515;2333;703;17
134992_0;1732;430;47;419;505;137;6
28020_0;3;63;4;5309;1613;79;2
28026_0;59;37;0;2;503;523;462
28028_0;0;0;0;0;2;0;0
28047_0;0;4;0;0;0;7;0
28049_0;59;87;20;3;56;58;6
226377_0;0;1;0;0;0;0;22
226382_0;1;0;0;0;63;4;4
226387_0;45;390;21;41;1014;45;2
226388_0;70;95;102;685;616;308;166
226395_0;3282;463;64;257;548;175;354
226402_0;119;57;0;276;131;8;6
226404_0;53;116;1574;248;353;106;778
226423_0;280;592;608;689;1883;6423;1724
226426_0;0;23;0;0;0;4;0
226428_0;289;1898;323;198;248;64;37
18922_0;4;295;0;184;238;100;1375
18923_0;40;49;4;734;7987;203;233
18938_0;0;0;0;2;0;0;0
18951_0;24;14;68;79;13414;2448;168
18962_0;4;0;183;46;928;686;28
18963_0;120;5;1257;2658;624;25;17
18964_0;1;46;51;539;3027;2496;1160
87779_0;179;74;4;72;41;11;2
87790_0;50;0;18;0;0;0;0
87792_0;0;0;0;0;8;0;0
87793_0;0;0;0;3;0;0;0
87807_0;0;12;0;0;75;10;32
87816_0;0;3;0;0;0;0;0
87829_0;0;0;0;0;0;0;0
87836_0;87;153;74;194;2304;246;1045
87839_0;0;2;0;10;0;0;3
208621_0;23;90;30;33;136;50;68
208637_0;22;26;0;26;105;13;5
208639_0;2;0;0;0;0;0;0
208641_0;1;0;0;31;0;2;0
208661_0;1510;5884;1557;1025;1484;729;1958
208669_0;2;173;0;0;16;51;0
208674_0;0;0;0;0;0;0;0
200812_0;3;9;49;287;159;107;23
200821_0;2;4;0;0;8217;342;3
200840_0;1;6;3;893;2645;119;115
200849_0;0;5;0;5;0;22;0
200855_0;883;585;47;55;272;80;2789
200859_0;9;0;0;6291;977;28;43
200860_0;0;26;0;9;7;639;23
200862_0;13;459;2918;320;424;79;395
200865_0;44;109;979;473;1225;356;568
164040_0;13;81;204;541;191;77;334
164046_0;106;302;423;788;2040;671;487
164068_0;45;1399;18;58;35809;10192;3345
94370_0;422;411;135;430;267;112;482
94372_0;69;296;439;571;1278;720;1039
94377_0;242;138;27;36;0;86;19
94384_0;11;0;0;0;0;0;0
94394_0;73;511;1076;663;2095;412;53
94395_0;4;54;3;103;666;194;2082
94398_0;369;92;404;273;405;826;500
94408_0;157;246;2680;536;2078;1778;428
94423_0;50;1019;64;2836;3011;2637;2188
198870_0;3095;4838;2086;2735;2197;1118;943
198871_0;50;2;0;943;450;130;0
198874_0;0;14;0;13;261;206;0
198879_0;352;795;1254;294;81;30;837
198882_0;3;5;0;0;0;0;2
198901_0;23;496;685;308;316;370;906
128654_0;254;614;147;323;1334;268;106
128667_0;10;164;581;81;62;10;24
128675_0;29;285;64;97;265;262;121
128688_0;90;144;92;521;516;250;75
128695_0;0;174;0;0;0;0;0
128700_0;0;0;0;0;0;0;0
195398_0;107;325;3047;2395;816;1742;483
195406_0;1211;2602;692;157;2482;649;648
195418_0;0;0;0;74;0;8;0
195420_0;160;555;115;98;225;437;408
195425_0;18;10;1153;286;1307;419;48
107730_0;102;312;734;476;607;513;99
107740_0;0;0;127;2;0;0;0
107748_0;12;54;13;6;137;3;0
107753_0;0;2;0;12;39;0;0
107763_0;109;168;396;126;153;461;643
107765_0;420;341;1107;590;4297;815;128
107777_0;2;3;0;0;4811;36;0
134274_0;0;0;0;0;0;0;0
134289_0;35;16;334;238;2241;417;19
134309_0;37;43;34;1794;624;767;278
134312_0;53;630;523;1672;276;858;178
47339_0;81;108;11;127;1013;4786;6311
47348_0;0;4;0;0;0;0;0
47365_0;430;36;69;133;84;116;13
47366_0;457;228;1041;4160;1742;4848;1768
247970_0;109;176;146;602;401;280;131
247984_0;552;256;415;121;265;182;152
247986_0;10;402;38;256;38;0;88
247993_0;0;0;0;0;0;0;0
247997_0;166;463;139;209;867;1047;5403
248019_0;0;0;0;0;0;0;0
192641_0;71;49;1908;8989;16349;2982;689
192647_0;340;373;1222;1144;947;1604;255
192650_0;0;0;0;13;0;0;0
192651_0;45;129;3;63;65;83;10
192659_0;4;19;0;115;141;40;149
192661_0;32;28;929;3610;39;384;38
192664_0;2;0;94;89;292;5;698
192665_0;45;240;433;104;148;4141;392
192672_0;112;55;6;22;287;20;0
192680_0;224;607;1207;2289;1830;1076;440
202528_0;4;46;97;150;28;36;1
202536_0;111;404;29;318;88;655;81
202543_0;37;227;156;176;2399;760;1078
202552_0;1;3;0;0;0;0;0
202568_0;0;0;1108;2230;4;0;0
202569_0;47;713;1151;587;269;269;365
196424_0;4;17;8;29;5;7;69
196425_0;1;0;0;0;0;15;0
196438_0;20;302;120;146;315;313;517
196439_0;0;0;0;0;0;0;0
196440_0;1;0;0;0;11;3;0
196447_0;1;0;0;0;0;0;0
196457_0;0;0;0;0;2;0;0
196472_0;6;125;461;1862;1201;404;751
196480_0;33;66;44;21;92;261;17
204751_0;1837;1609;384;489;143;1399;969
204761_0;0;0;29;6;25;0;0
247443_0;1139;831;661;498;988;436;141
247451_0;106;1399;129;630;520;28;1671
247457_0;1;37;0;0;2;0;0
247468_0;156;120;86;17;46;1;0
233266_0;0;3;0;0;0;0;0
233278_0;0;0;0;1;2;0;38
233285_0;77;822;480;102;2599;1150;1578
233312_0;57;20;34;110;40;15;35
233317_0;5;0;0;1;66;124;0
197462_0;12;149;510;864;785;470;68
197476_0;10;5;0;0;0;0;0
197479_0;0;0;0;0;1;0;0
197482_0;65;319;9;17;793;480;3545
197485_0;4664;5286;4076;5431;6888;2817;1082
197517_0;0;0;0;0;1;9;0
141835_0;300;152;1510;1629;2789;973;125
141846_0;207;213;317;640;1186;834;665
141852_0;824;1268;1896;682;942;2326;2329
141855_0;0;0;0;0;0;0;0
141861_0;939;11316;4735;766;166;765;67
141866_0;38;11;248;837;993;719;1011
141868_0;0;0;0;0;0;0;0
141871_0;86;198;290;1615;1301;633;595
141874_0;124;308;196;82;56;105;97
14100_0;533;1240;518;389;840;5;161
14101_0;947;1253;826;1210;293;3271;1605
14109_0;0;0;0;0;0;0;0
14111_0;24;17;0;11;51;23;54
14126_0;0;43;0;0;0;0;4
14140_0;186;555;634;1268;1848;780;341
50457_0;20;2;0;4;63;3;176
50462_0;839;531;480;273;1273;1386;1330
50475_0;1298;229;2;424;1424;47;2043
50485_0;0;0;0;16;74;118;271
50506_0;0;0;0;0;0;0;0
13847_0;67;133;32;106;204;34;542
13852_0;123;16;0;26;7;26;0
13858_0;0;1;0;0;0;0;0
13861_0;10;615;614;3324;1315;678;424
13864_0;33;94;10;668;477;87;987
13865_0;4;56;166;166;103;33;396
13869_0;0;0;0;0;0;0;0
13875_0;1;0;0;0;3;0;0
13890_0;0;0;0;189;0;0;0
13901_0;23;1207;323;201;921;168;6673
133107_0;83;673;121;131;108;26;476
133119_0;143;114;6;66;75;83;15
133120_0;0;0;0;0;0;0;3
133126_0;3;34;168;357;525;162;0
133137_0;173;168;768;303;530;501;663
133154_0;1419;2981;213;366;1271;1517;383
133161_0;137;1590;125;86;30;0;89
194841_0;38;5;5;581;180;123;189
194887_0;1;23;54;51;0;12;106
35563_0;5;5;0;32;538;481;64
35564_0;0;0;0;37;0;40;0
35582_0;75;0;0;0;9;0;0
35591_0;1043;169;187;1504;2481;171;34
35594_0;0;0;0;8;0;23;0
35597_0;0;0;0;0;2;0;0
35614_0;2;10;0;0;0;0;0
128893_0;10;6;3;360;386;279;4
128902_0;28;361;707;1049;185;225;165
128908_0;128;488;454;826;2407;2613;2066
128913_0;58;456;141;255;279;111;21
128919_0;110;236;237;111;415;328;479
128941_0;0;0;0;0;2;0;7
128953_0;91;213;10;9;521;231;214
8972_0;6;0;0;0;0;0;0
8981_0;1;2;0;8;3;0;0
8984_0;6;0;0;0;232;0;272
8999_0;11;60;49;11;82;31;14
9006_0;0;0;14;15;19;0;0
9016_0;17;490;2;145;2027;103;254
9020_0;0;0;0;0;0;0;0
208868_0;0;0;0;0;0;0;48
208871_0;940;1196;350;1030;788;2631;4366
208889_0;4;98;10;2;47;37;0
208904_0;0;0;0;0;0;0;0
100229_0;0;0;0;0;0;0;0
100231_0;344;149;410;706;475;145;183
100252_0;5;2;14;0;3;3;1
100257_0;8;2;0;20;17;35;2
100263_0;0;3;0;0;0;0;1
100265_0;0;0;0;0;0;0;5
100268_0;113;9;13;111;821;461;704
100273_0;0;1;0;0;16441;238;3
100274_0;1;17;0;46;2219;468;20
100275_0;0;0;6;3;0;1;7
100277_0;9;1;17;103;7983;396;2165
100417_0;0;2;0;0;0;0;0
100428_0;0;0;0;0;0;0;0
100434_0;0;0;0;7;1;0;0
100437_0;66;77;70;305;431;286;722
100452_0;135;98;0;2;0;13;9
100459_0;0;0;0;0;0;0;10
20927_0;0;0;0;0;0;0;0
20943_0;143;161;409;1018;396;1089;872
20947_0;1;6;0;0;0;0;0
20961_0;62;56;59;39;413;81;29
20962_0;68;15;0;2512;624;180;6
20966_0;0;3;0;0;1;0;0
20969_0;0;0;0;14;0;830;219
20981_0;102;1179;309;253;912;857;137
239505_0;5;0;0;2558;94;0;63
239510_0;28;117;461;101;150;24;86
239511_0;0;0;0;0;2;0;1
239518_0;202;50;15;46;90;146;213
239521_0;42;92;2;23;126;41;2
239526_0;0;0;0;1;11;0;0
239530_0;18;41;62;183;77;47;164
239531_0;1;341;936;20;88;4;61
239546_0;258;475;662;1120;962;492;233
32086_0;245;1236;836;2038;939;762;846
32121_0;33;142;253;749;1765;988;3439
32123_0;2;147;2;1669;466;9;416
32127_0;5;43;44;191;333;142;549
32131_0;4;27;107;13;106;16;8
32138_0;2575;362;157;4973;1082;438;528
137927_0;2;0;0;60;18;661;15
137940_0;1;0;0;0;0;906;1191
137945_0;1;13;0;1;4;1;0
137960_0;55;42;341;727;301;277;273
137979_0;256;11;95;198;1251;549;100
193372_0;188;351;361;4106;252;84;164
193381_0;1;0;0;0;70;70;8
193382_0;0;157;113;607;1639;541;911
193394_0;193;306;1681;127;196;1085;3999
193396_0;0;0;0;0;0;0;0
193398_0;399;709;184;432;842;763;994
193399_0;227;261;56;109;238;13;110
193403_0;34;123;615;154;41;2;40
193404_0;0;0;0;6;0;0;5
193421_0;17;234;37;80;329;237;154
193422_0;1;1;0;0;0;0;0
193428_0;174;20;49;370;440;57;45
53015_0;4;64;683;64;189;65;758
53019_0;45;96;442;101;1496;1066;363
53035_0;0;0;0;0;0;0;0
53038_0;13;196;4;2554;2195;78;0
53042_0;38;0;0;0;13;0;58
53045_0;0;0;0;1;0;0;0
53054_0;269;87;298;1295;624;623;30
53061_0;256;431;137;1403;1669;781;406
53064_0;18;210;54;50;358;410;0
53066_0;170;8352;7768;291;821;1245;128
97989_0;118;842;223;222;245;366;1971
97996_0;25;40;0;17;22;3;35
98015_0;2748;2319;629;366;736;2761;5241
52772_0;0;0;0;0;0;0;0
52789_0;0;0;11;33;0;0;0
52793_0;1129;4;0;8;0;107;1933
52806_0;2;0;3175;13664;10;0;0
52814_0;2;0;0;0;8;0;0
52823_0;0;2;38;27;17;0;12
179659_0;0;0;0;2;0;0;0
179680_0;1;83;77;1;2;0;182
179682_0;0;1;0;0;0;0;0
179687_0;0;0;0;0;126;0;0
179688_0;0;0;0;0;0;0;0
179690_0;4573;1417;1075;482;6361;1116;155
179699_0;59;214;474;1092;53;82;352
147820_0;1675;2046;692;1256;2287;287;85
147832_0;58;548;267;189;730;364;238
147840_0;1;47;4245;1454;1684;956;870
147844_0;0;0;0;0;0;0;0
147857_0;194;3068;1010;2274;925;1150;870
147859_0;19;112;382;155;332;69;3
118300_0;11;669;309;2453;445;1573;51
118309_0;10;85;50;5074;601;161;340
118320_0;4;0;0;0;10;0;0
118323_0;18;10;2;43;49;135;102
118324_0;367;25;4;0;1370;756;48
118328_0;0;0;0;0;0;8;0
118333_0;1;234;67;439;188;9;4
167567_0;0;7;41;53;420;170;1
167574_0;57;23;21;713;1908;1445;2003
167580_0;89;147;341;520;133;368;155
167582_0;505;261;35;850;543;26;103
167592_0;160;179;78;6834;1058;560;28
167596_0;621;2097;1237;2676;420;1596;1083
167603_0;22;42;39;1110;2634;511;12
167606_0;38;60;122;1798;3758;2118;837
167616_0;92;26;0;0;0;0;3
149882_0;346;743;1714;1011;8407;1436;683
149896_0;10;74;91;1230;16842;1896;303
149905_0;0;59;35;42;24;788;11
149922_0;37;0;1;2;11;0;0
149927_0;0;0;0;0;0;0;0
149929_0;70;65;9;812;27452;768;11
149930_0;18;27;908;248;1052;1481;1228
149931_0;597;2076;1164;1655;456;452;191
59544_0;266;232;284;564;718;883;949
59549_0;222;77;76;531;329;12;28
59557_0;154;407;24;366;646;37;7
59572_0;1594;12310;61;69;110;1310;197
59576_0;226;216;168;159;95;24;35
59577_0;593;1108;722;1212;5729;192;286
59580_0;24;78;11;3;6;1;171
59583_0;456;338;211;1129;635;392;813
59585_0;49;206;343;231;127;642;34
59589_0;40;82;452;1019;150;145;84
120844_0;6;189;23;213;20;16;21
120845_0;0;3;111;3;6;667;0
120850_0;0;1;0;0;0;0;0
120862_0;4;165;169;54;24;71;2
120865_0;1;0;0;7;1;0;0
120879_0;49;189;775;449;72;1949;720
120884_0;2660;6227;783;57;5685;374;9
120885_0;96;210;0;101;851;153;121
120888_0;0;30;0;1;0;0;0
120889_0;602;200;37;222;1252;1302;1336
72591_0;196;47;39;647;1527;149;618
72593_0;68;127;102;127;233;211;85
72602_0;851;567;415;251;1276;1334;1330
72611_0;60;169;468;471;611;6237;2202
72613_0;1;4;11;3288;64;28;4
72639_0;21;28;40;75;53;330;54
72640_0;31;1024;25;1394;488;92;1123
72647_0;11;70;3;451;982;240;58
72649_0;1;0;0;167;183;0;0
89858_0;226;131;1708;705;1010;221;61
89863_0;0;4;0;0;0;0;0
89867_0;0;20;0;0;0;0;0
89871_0;230;1566;983;1906;1980;2460;1864
89898_0;1;0;0;0;0;0;0
89909_0;1;0;0;0;2;3;0
89910_0;0;2;0;0;0;0;0
84251_0;0;3;0;7;0;7;0
84252_0;506;284;546;278;272;60;42
84278_0;274;1610;18;3087;8531;273;1123
84297_0;0;2;0;31;0;0;24
27947_0;249;629;351;1050;52;33;204
27955_0;54;171;478;371;372;912;433
27958_0;476;2844;936;1579;2650;375;1007
27966_0;192;220;108;308;274;299;219
27980_0;0;0;0;0;0;0;0
27982_0;64;3;162;2439;4317;475;135
27993_0;1;0;0;0;0;0;0
98782_0;1364;6370;371;1039;3873;1484;822
98790_0;25;0;0;0;0;0;0
98795_0;1;0;909;4567;3;0;0
98798_0;250;3118;122;124;117;17;7
98813_0;79;216;216;395;9554;1132;741
92661_0;1;51;4;426;27;0;67
92669_0;242;896;802;316;1168;746;229
92675_0;13;6;87;298;37;9;9
92680_0;1709;1628;275;497;505;294;99
92681_0;29;45;28;278;392;20;0
92683_0;381;64;1460;547;75;34;83
92689_0;364;426;131;93;215;20;69
92698_0;165;817;2852;2279;2003;2189;1267
92701_0;0;0;0;58;179;1051;1585
92706_0;0;0;0;0;0;0;0
92713_0;121;713;13;2355;3696;3;0
31361_0;1;0;17;89;1451;598;150
31363_0;66;137;14;187;20293;2286;0
31370_0;1;132;102;0;298;226;59
31376_0;7;9;0;7;21;2;3
31378_0;282;50;245;22;322;296;67
31389_0;61;188;438;754;672;525;48
31391_0;60;5;30;78;108;10;29
31395_0;10;60;18;124;87;30;0
31405_0;101;1441;1818;2825;2721;707;694
31413_0;0;2;41;1929;911;17;0
156587_0;400;154;375;664;3933;690;735
156595_0;1;16;20;24;7;14;5
156619_0;3;610;296;210;909;46;306
156625_0;0;0;0;0;0;0;0
156643_0;35;0;0;0;0;0;0
156645_0;0;0;0;0;0;0;0
10615_0;0;0;0;0;0;0;0
10628_0;579;937;322;256;2800;556;423
10636_0;0;3;3;0;1;0;3
10647_0;1760;1716;725;979;670;888;1233
10653_0;0;0;0;0;0;0;0
10658_0;35;5;0;21;38;133;383
10665_0;195;25;65;34;364;50;283
