point_id;loss_sum_2013;loss_sum_2014;loss_sum_2015;loss_sum_2016;loss_sum_2017;loss_sum_2018;loss_sum_2019
130242_0;10;409;32;601;9090;147;8
130243_0;106;28;74;6336;215;48;133
130246_0;52;3;3;17;15;15;37
130248_0;1;63;107;93;216;107;37
130256_0;230;2617;278;109;4918;232;96
130257_0;173;952;1247;2763;1244;435;344
130263_0;131;18;0;5;14;60;0
130266_0;2106;300;5;230;2291;31;1001
130268_0;38;17;31;105;18;328;2221
130272_0;0;0;0;0;0;0;0
130274_0;30;2;3;22;113;153;48
130282_0;0;1;0;4;1;0;0
95561_0;3;58;0;6;637;363;0
95571_0;221;146;183;162;115;78;266
95574_0;6;84;61;151;826;24;14
95582_0;2;3;0;0;0;0;0
103456_0;86;484;437;5;159;1100;407
103462_0;12;7;4;9;47;14;6
103468_0;0;6;0;0;2;0;0
103475_0;133;414;37;209;7029;583;2629
103479_0;2;139;2;282;80;5;68
103495_0;0;0;0;0;7;0;0
103497_0;301;6;8;84;17;0;16
103512_0;6;40;65;25199;5843;25;768
189532_0;0;0;0;2;12;0;0
189534_0;0;0;0;0;0;0;0
189537_0;0;11;7;44;283;2;181
189547_0;505;350;332;622;656;371;515
189552_0;108;193;3056;10278;6038;4461;3772
189565_0;3;96;29;1225;6070;174;1
189579_0;2;1;0;1;3;0;0
189581_0;11;19;0;495;8210;50;220
74359_0;44;57;3;53;22;0;6
74367_0;809;1524;585;1081;1164;965;1340
74369_0;20;24;94;181;2779;153;76
74370_0;0;0;0;0;0;0;0
74378_0;366;264;1034;1066;600;1330;450
74395_0;385;7;1;0;0;0;0
74398_0;0;0;0;15;8;0;0
74412_0;6;41;134;109;192;14;22
137742_0;0;0;0;0;0;0;0
137753_0;0;1;0;0;0;0;0
137764_0;33;7;185;5;0;0;0
137773_0;48;51;90;193;1025;431;470
137774_0;12;77;11;2;163;18;0
137777_0;454;201;162;133;373;93;83
137791_0;14;8;0;0;146;3016;11584
171363_0;40;683;317;1423;2120;742;467
171369_0;31;63;163;12;160;37;61
171370_0;586;645;957;1433;551;3052;495
171384_0;70;41;9;3;0;24;3
171389_0;11;33;14;171;54;11;231
171403_0;17;96;102;448;2873;327;4290
171406_0;80;173;303;850;4970;189;607
94801_0;12;35;0;31;17;0;0
94802_0;0;6;0;0;0;0;0
94809_0;1514;2800;2241;547;577;299;911
94810_0;128;118;0;223;41;3;11
94811_0;2422;485;1147;380;200;76;600
94819_0;7;23;0;10;65;33;55
94822_0;0;0;0;0;0;24;4
94841_0;84;290;41;93;319;404;322
94846_0;13;263;659;116;355;286;199
94851_0;622;1116;649;1698;1225;1014;331
111514_0;431;805;536;371;442;914;356
111528_0;30;2;42;299;243;284;51
111530_0;0;0;0;0;0;518;37
111538_0;7;525;76;198;87;4172;2619
111542_0;0;1;0;4;0;5;0
111553_0;150;290;74;24;293;0;247
111556_0;3;47;0;22;6775;482;4
111561_0;0;2;2;22;3;54;29
111562_0;309;442;1689;4257;3709;1368;1202
111563_0;0;0;0;0;0;0;0
111565_0;304;1390;398;1494;2580;3620;1369
202886_0;2;75;105;967;700;94;84
202902_0;231;203;120;1141;557;1380;2157
202919_0;1;0;0;0;0;0;0
202922_0;4;5;0;25;30;7;6
202928_0;348;185;95;146;25;137;497
202932_0;0;0;0;457;518;2;0
202936_0;15;4;0;0;11;0;0
202939_0;32;69;10;11;38;52;75
243582_0;489;1045;912;720;71;399;220
243591_0;23;107;170;159;160;88;88
243608_0;249;29;697;432;2053;712;582
243619_0;180;230;36;941;313;39;21
243623_0;0;0;0;0;0;0;0
243631_0;0;2;12;0;29;59;0
40082_0;11;77;234;290;410;237;54
40085_0;134;84;3;140;223;36;642
40088_0;213;594;1392;3573;2003;1012;548
40106_0;56;45;9;8;0;1;6
40115_0;4;181;98;681;1763;110;482
40121_0;0;3;0;0;94;12;6
40126_0;1;708;246;1533;50;118;546
111205_0;0;20;1472;8530;3935;442;561
111209_0;98;124;124;366;322;95;146
111219_0;34;942;1804;3425;2381;43;880
111227_0;194;49;360;166;280;362;26
111240_0;1;0;0;1;0;1;0
111258_0;0;0;2;7;0;0;0
111261_0;1;657;4338;10418;853;224;211
73234_0;318;902;358;1214;1421;1603;976
73240_0;0;8;0;0;48;13;0
73246_0;10;72;226;191;265;608;44
73249_0;2;0;0;1;7;0;0
235596_0;15;32;91;1;340;286;268
235615_0;2;8;28;0;57;23;166
235621_0;0;0;2;0;3;0;24
231684_0;204;336;433;1886;353;1800;1956
231686_0;30;16;336;16;87;857;95
231702_0;25;103;629;488;552;1032;413
231711_0;0;3;0;25;0;6;0
231714_0;0;3;0;0;21;0;10
231716_0;178;188;200;1773;0;73;120
231730_0;17;555;1300;3903;1796;2087;1009
231737_0;5;288;373;11;9;0;0
121818_0;3543;995;6;127;37992;5298;4754
121826_0;280;0;0;46;10;2457;1111
121834_0;0;1;0;130;5;12;0
121839_0;0;0;0;1;47;92;4
121849_0;23;7;2;14;47;40;251
121850_0;0;0;0;7;86;0;0
121853_0;60;57;103;889;681;1144;514
121864_0;106;50;0;82;145;139;137
121865_0;50;266;1802;1474;22810;1348;346
121868_0;19;74;16;10;4;1;19
121870_0;0;76;4;0;8;51;41
220465_0;69;766;563;848;162;603;11
220489_0;245;371;62;529;1904;560;6551
220497_0;0;0;0;0;1178;156;103
220499_0;110;85;101;309;619;323;631
220502_0;435;727;600;912;919;1280;1166
220512_0;0;403;0;0;3;0;0
52102_0;72;63;7;61;0;12;1
52108_0;11;30;4;46;47;9;12
52116_0;5;240;174;98;358;726;781
52132_0;287;278;65;217;1933;407;831
52137_0;283;647;46;1031;4228;203;3225
52144_0;15;52;3;0;0;0;0
89733_0;6;9;866;77;0;66;1528
89748_0;196;354;515;194;3016;483;443
89757_0;26;57;34;224;348;166;31
89759_0;0;6;0;0;0;0;0
89771_0;6;2334;19;37;52;186;338
89787_0;7;11;118;151;0;264;551
89789_0;81;149;180;243;542;87;25
40692_0;0;1;0;0;54;0;0
40711_0;570;596;807;2411;1117;731;629
40712_0;0;1;0;0;0;0;0
40721_0;592;1366;637;684;882;646;1334
40722_0;2;0;434;412;258;122;15
40725_0;44;20;2;1229;613;1019;202
40728_0;31;48;24;715;462;155;5
40733_0;0;9;0;0;3;5;0
40746_0;121;221;171;139;729;136;42
109400_0;2;5;0;0;36;18;39
109403_0;3;0;2;1136;7293;7113;172
109404_0;0;22;0;31;90;0;0
109406_0;137;316;636;1408;3408;1049;1183
109408_0;183;198;1884;2500;2715;884;682
220578_0;0;0;0;0;0;0;0
220584_0;0;0;0;0;1;0;0
220587_0;0;0;0;19;0;0;0
220593_0;7;242;41;1365;10;0;18
220595_0;0;0;0;1;1;0;0
220596_0;14;37;39;0;10;4;64
220604_0;1;2;0;1;1;52;0
220609_0;153;647;1582;375;436;250;341
220633_0;0;65;244;77;332;1444;5516
195084_0;1;0;0;0;0;172;134
195085_0;10;74;1;16;64;4;4
195087_0;1536;1176;2882;4065;1198;258;3847
195094_0;88;251;37;215;105;21;98
195129_0;423;764;0;68;1787;248;0
101690_0;2072;544;454;421;407;333;288
101691_0;12;13;1;2;26;80;3
101703_0;143;772;918;964;1889;2016;1878
101705_0;0;9;0;0;0;0;0
101713_0;0;0;0;0;133;492;274
101724_0;0;1;0;14;4;0;322
101727_0;32;91;207;2978;434;295;167
101738_0;58;105;71;173;18;309;601
101742_0;0;17;1297;140;38;156;928
9115_0;0;123;21;47;12;0;0
9118_0;0;3;0;3;685;843;154
9119_0;352;1080;378;450;416;547;201
9125_0;0;4;0;0;0;0;0
9129_0;49;740;45;103;43;20;15
9147_0;0;0;0;0;0;0;0
249346_0;0;25;49;584;115;4;2651
249351_0;0;9;0;4;0;0;0
249365_0;445;446;220;712;308;283;128
249370_0;0;3;5;1;33;23;0
249376_0;0;5;9;21673;4701;123;8
249377_0;1;0;0;0;6;0;0
249380_0;30;36;10;64;39;37;19
249399_0;0;0;0;1;0;0;0
228578_0;887;603;395;524;589;87;45
228595_0;0;0;0;0;0;0;0
228603_0;0;0;0;0;0;1;0
228604_0;3;39;13;781;1252;27;17
228615_0;0;0;0;148;0;0;0
228618_0;253;224;196;231;328;126;218
228816_0;1;0;147;3702;6;0;0
228822_0;0;0;0;0;0;0;0
228823_0;1;0;0;0;0;0;0
228843_0;216;332;2;2113;884;47;1654
228848_0;0;4;2;44;154;199;51
228854_0;0;0;0;0;482;0;0
228862_0;0;0;0;1;33;0;0
228866_0;0;2;1878;6456;4;0;6
228868_0;0;0;0;1;1083;1;0
228871_0;0;0;136;588;4230;441;595
56434_0;330;146;264;1264;1565;563;910
56438_0;118;566;184;94;657;177;202
56443_0;1870;37;50;32;206;159;20
56444_0;430;104;241;262;4663;210;1297
56445_0;287;552;918;779;212;19;322
56447_0;116;344;189;414;377;273;153
56454_0;0;340;49;164;11977;1480;2027
56455_0;527;276;459;569;498;3254;549
56466_0;14;3;0;4;9;18;27
56473_0;964;1915;444;83;480;337;721
15688_0;27;23;64;6;45;3;141
15691_0;25;57;9;5;65;67;0
15694_0;126;135;126;258;3135;362;255
15696_0;84;0;19;0;0;0;0
15706_0;24;93;20;81;106;205;137
15709_0;228;189;489;853;601;962;325
15710_0;0;0;0;0;0;0;0
15736_0;67;62;21;133;98;16;0
71931_0;565;344;1155;376;487;281;76
71937_0;0;0;0;0;0;0;0
71940_0;218;2320;61;404;62;33;241
71947_0;0;1;0;0;0;0;0
71957_0;0;0;0;0;0;0;0
71963_0;55;171;134;454;30;53;394
71964_0;105;9;20;44;46;91;31
168371_0;0;0;0;0;0;0;0
168376_0;13;0;0;2;0;0;0
168390_0;3047;3517;782;1378;1028;1066;1487
168412_0;0;0;0;0;0;0;0
168419_0;9;1;68;44;98;0;27
126088_0;771;1205;137;2356;494;732;832
126091_0;74;404;129;768;1157;706;440
126094_0;6;302;111;0;172;30;35
126095_0;2;0;0;0;0;0;0
126096_0;25;1325;26;119;215;411;440
126099_0;79;25;3981;9;2528;65;67
126103_0;0;0;0;0;173;2;0
126115_0;1;216;550;374;176;975;161
126123_0;0;0;0;0;0;0;0
126124_0;56;186;466;974;1052;1041;1261
170318_0;144;639;574;2021;608;574;952
170332_0;0;0;0;2;0;0;0
170334_0;52;57;64;123;632;162;112
170336_0;80;339;71;211;16710;399;247
170337_0;104;122;3;43;267;35;4
170350_0;0;0;0;0;0;0;0
170353_0;81;9;0;0;0;0;0
170365_0;0;3;0;0;0;0;0
170366_0;1;0;0;0;0;0;0
192089_0;9;0;0;13;0;39;20
192093_0;56;4280;3536;1568;190;137;15
192094_0;85;117;369;127;628;41;22
192098_0;19;23;3;183;574;20;14
192100_0;57;0;0;3;0;1;3
192101_0;207;249;142;230;166;620;139
192104_0;138;240;436;525;495;673;279
192120_0;0;13;7;0;0;0;0
192129_0;2;0;0;0;0;0;0
192138_0;117;373;927;1050;1159;739;370
192146_0;2;19;489;174;96;12;891
107971_0;3;9;0;0;0;0;0
107986_0;115;99;6;136;331;322;451
107987_0;56;149;46;19;25;18;20
108005_0;0;0;0;8;47;0;0
108006_0;0;0;0;0;2;0;0
86142_0;0;0;0;0;165;0;4
86146_0;0;0;0;0;0;0;0
86158_0;0;0;0;1;44;368;9
86159_0;294;355;212;1062;586;288;2742
86165_0;0;0;0;0;3;0;2
86175_0;84;738;244;1459;397;235;404
86176_0;212;337;9;585;308;12;21
86182_0;206;569;172;329;835;324;213
86189_0;452;1733;1133;6614;1595;386;2037
210027_0;1;26;12;841;325;480;0
210033_0;29;5;9;95;150;213;18
210034_0;0;0;0;0;0;0;0
210037_0;0;0;0;0;0;3;0
210041_0;4;114;5;275;207;4;19
210061_0;70;5;0;244;106;56;48
210068_0;0;0;82;825;2024;164;6
90954_0;5;0;0;20;58;22;89
90957_0;34;23;21;822;13504;510;72
90959_0;253;1389;943;441;1575;1351;289
90965_0;2;8;0;1;0;0;0
90967_0;405;274;55;4;426;0;43
90975_0;0;4;0;0;0;0;0
90976_0;0;0;0;12;2;35;0
90983_0;7;26;12;408;473;1358;1086
90988_0;76;200;18;111;169;8;97
90992_0;0;8;5;0;655;2108;3
29181_0;0;0;0;0;1;0;0
29192_0;0;12;0;0;0;0;0
29200_0;7;0;0;1;73;131;5
29205_0;200;141;307;252;611;935;268
29210_0;187;20;0;12;317;166;938
29217_0;19;18;689;2756;35;366;38
116417_0;59;187;295;11533;2610;3;3607
116421_0;57;289;14;192;140;243;2690
116432_0;21;398;662;119;22;102;45
167262_0;67;301;797;1244;1155;456;953
167269_0;0;0;0;0;1;0;0
167271_0;5;4;7;2457;14596;1297;0
167287_0;47;326;426;5031;214;3012;1339
167289_0;277;844;57;316;276;378;138
167298_0;0;1;0;0;0;15;12
167300_0;23;45;4;21;1255;4799;6215
167301_0;4;142;2;20;739;41;196
167309_0;0;0;0;0;0;3;0
71194_0;203;400;70;299;394;211;547
71197_0;5963;712;3548;2755;3769;705;1410
71198_0;16;244;4;23;92;416;119
71201_0;0;0;0;0;0;0;0
71209_0;59;669;280;1259;181;310;104
71224_0;840;721;451;451;10;213;739
71225_0;94;120;59;224;74;40;117
71229_0;1109;1097;1122;753;473;805;515
71231_0;4;1;0;0;0;0;0
71234_0;0;0;0;0;0;0;0
22526_0;3;0;0;0;7406;52;3
22527_0;97;196;252;329;859;187;265
22550_0;182;363;485;237;449;501;253
22551_0;7;12;12;20;21;6;67
22559_0;109;296;251;174;143;240;74
17264_0;2070;1374;1819;1298;1167;1652;466
17271_0;0;0;0;0;0;10;0
17280_0;0;0;0;0;0;0;0
17287_0;4;57;115;0;74;343;193
116695_0;123;283;179;3182;2960;1943;1363
116723_0;32;90;74;0;0;0;0
116729_0;711;2657;1995;1695;1036;2089;983
116737_0;257;196;452;433;1378;284;1145
116741_0;177;465;646;1475;973;2024;882
116748_0;29;16;10;13;33;7;25
116751_0;7;76;0;10220;3336;0;0
246623_0;4;2;0;0;1;0;0
246625_0;0;0;0;47;48;0;0
246628_0;0;2;67;0;0;1;0
246629_0;123;411;162;531;308;670;183
246630_0;61;9;0;0;416;27;9
246657_0;0;5;0;0;0;0;18
246661_0;0;0;0;0;0;0;0
246663_0;0;1;0;0;0;0;0
246664_0;105;32;25;22;72;46;52
221255_0;464;554;315;561;830;390;848
221257_0;0;1;0;0;7;0;0
221275_0;5;20;193;386;684;150;100
221288_0;16;28;109;11;637;29;3557
221301_0;0;9;0;3;1;0;0
221307_0;185;283;1573;1511;145;259;76
222958_0;553;1190;512;686;3339;1151;390
222970_0;40;103;1;908;1962;3016;619
222975_0;2;4;0;0;2;0;28
222994_0;0;0;0;0;0;0;0
223001_0;3;7;0;0;0;0;0
223004_0;0;0;0;0;255;4;0
223012_0;251;485;343;559;1885;1680;1145
212341_0;14;955;2343;664;228;681;1880
212352_0;10;1514;41;218;2637;50;9
212356_0;0;5;0;2;10;0;0
212357_0;57;198;1;227;53;17;30
212370_0;101;1;0;0;1;0;51
212382_0;41;5;2;40;3;16;11
212386_0;10;534;71;742;2260;869;531
84003_0;1;0;0;0;1;1860;3909
84008_0;110;143;0;13;92;19;34
84012_0;212;830;187;178;1821;105;174
84014_0;220;27;82;28;88;24;30
84022_0;0;0;0;0;0;0;0
84033_0;0;4;353;0;0;4;5
84037_0;0;0;0;2;209;0;0
84044_0;4;0;0;67;126;0;3
84046_0;1;3;0;0;1;0;0
84052_0;0;1;0;4;675;131;13
84055_0;6;62;2;3;54;0;15
37958_0;206;328;138;1444;1285;488;739
37960_0;521;303;184;122;374;58;152
37963_0;12;29;951;1158;361;54;342
37975_0;42;90;152;1055;259;139;31
37985_0;0;3;0;33;311;0;0
38001_0;0;0;0;0;0;0;0
382_0;4;0;0;1;0;0;0
384_0;0;0;0;0;11;0;0
400_0;191;1070;1065;901;2982;227;179
410_0;0;325;136;571;124;539;251
220009_0;291;205;86;570;356;262;325
202706_0;0;0;0;251;7757;483;0
202718_0;1;0;0;0;0;0;0
202719_0;0;0;0;0;2;0;0
202722_0;48;587;284;301;386;0;73
202732_0;122;51;54;206;222;38;5
202740_0;764;692;664;423;765;271;222
202741_0;29;30;4;207;174;24;27
207949_0;40;1817;54;158;3648;708;32
207951_0;68;778;1441;126;11673;338;297
207952_0;0;4;0;0;2;0;2
207959_0;1;16;0;0;2;0;5
207963_0;21;258;157;2126;6379;4163;3331
207969_0;4;3;0;0;7;85;24
207978_0;0;0;0;0;2;0;8
70099_0;585;196;377;3343;422;192;231
70100_0;66;306;151;234;248;195;133
70101_0;250;43;24;1864;356;530;11
70107_0;0;0;0;0;0;0;61
70111_0;0;2;0;0;0;0;0
70112_0;6;226;42;45;189;937;720
70147_0;0;0;0;0;0;0;0
71007_0;0;2;0;6;9;0;0
71011_0;13;24;24;83;104;6;65
71020_0;0;2;0;0;32;0;0
71021_0;28;17;71;2137;8313;501;1024
71043_0;0;0;0;0;813;195;361
71045_0;4864;19;12;0;0;59;0
71048_0;5;20;0;16;71;482;200
71056_0;0;61;0;301;0;0;0
71061_0;118;274;2110;1510;692;560;221
71063_0;9;10;0;0;0;0;0
93455_0;2;2;0;0;0;12;0
93463_0;85;20;61;248;640;126;268
93465_0;173;235;191;292;1074;1404;1409
93473_0;18;82;35;208;2401;111;141
93488_0;496;121;84;109;360;184;40
93510_0;425;697;435;260;699;816;382
93512_0;42;425;148;102;176;1447;6033
70034_0;1;2;0;0;0;0;0
70043_0;12;165;23;0;17;0;0
70049_0;96;1145;596;1071;1292;279;372
70059_0;10;20;0;111;92;3;48
70060_0;16;347;113;39;63;45;141
70076_0;0;0;0;0;12;0;3
70081_0;431;790;131;862;1270;634;936
70084_0;0;0;60;0;0;0;13
164583_0;189;64;72;84;17;2;28
164610_0;0;3;0;0;1247;874;32
164613_0;13;0;1062;12;3;0;0
164634_0;0;0;0;0;3;3;0
164635_0;1;213;2;131;216;72;262
65650_0;94;51;260;866;395;1188;80
65651_0;2;4;4;0;4;0;18
65661_0;206;409;157;172;1568;259;52
65668_0;6;82;265;232;1117;22;138
65686_0;0;0;0;0;0;0;0
65694_0;548;29;298;62;418;39;37
65696_0;153;240;245;225;300;97;291
26563_0;98;2684;39;1086;571;452;2214
26565_0;444;1088;136;518;820;948;489
26570_0;991;542;1113;1356;754;278;16
26583_0;181;471;169;1209;794;419;2478
26593_0;147;75;5;5;23;32;6
156229_0;88;71;125;309;54;5;13
156230_0;1030;5170;2189;2297;3158;1645;1863
156238_0;31;23;82;137;15;11;0
156255_0;0;0;0;0;0;0;0
156262_0;375;265;11;3087;2156;680;83
156264_0;0;0;0;0;1;0;0
249705_0;0;3;0;0;0;0;0
249707_0;78;698;1050;224;207;133;628
249729_0;95;44;81;110;900;122;149
249731_0;0;8;0;0;4067;1707;653
249734_0;8;13;3;10;94;42;9
249750_0;218;2033;1612;553;954;427;791
180991_0;1;194;57;856;308;0;17
181005_0;39;639;1154;1081;988;3479;4149
181012_0;14;46;0;92;3920;232;139
181042_0;0;0;0;0;0;0;0
181046_0;189;1165;254;1113;1960;58;7
101515_0;0;0;0;3;0;0;0
101533_0;6;6;24;4424;3685;2896;987
101543_0;2;0;0;0;20;0;1
101549_0;128;194;40;1689;1110;445;50
101550_0;1;0;0;37;64;0;376
101557_0;0;0;1;0;13;1;31
47659_0;637;1610;1708;1567;1882;226;221
47673_0;82;24;0;734;673;164;1567
47677_0;367;647;531;1728;1050;655;1124
47679_0;1;24;0;33;0;12;7
47687_0;36;47;62;1173;2943;2014;1512
47694_0;0;0;2;0;1;19;1
127804_0;0;0;0;0;1;0;0
127815_0;126;162;93;573;3625;1459;762
127820_0;3;10;0;0;290;362;210
127827_0;0;34;0;0;13;0;0
127829_0;4;457;846;1676;3348;74;2010
127830_0;74;1007;139;456;721;90;110
127832_0;68;315;6;771;100;41;18
127837_0;1;0;0;0;2136;455;0
127841_0;0;0;0;3;20;0;0
127848_0;235;347;7;118;66;9;29
127853_0;1;0;0;20878;17541;1543;0
127854_0;81;303;260;468;296;286;260
180747_0;75;275;473;345;219;304;413
180767_0;38;141;33;503;71;33;103
180772_0;40;59;44;2563;405;85;58
180794_0;14;37;2;112;89;7;240
139468_0;97;49;52;37;55;39;72
139472_0;1;0;0;2;0;0;0
139483_0;0;0;0;0;0;0;0
139499_0;0;0;0;21;89;15;0
166959_0;1;0;0;0;1;0;0
166963_0;184;158;66;655;1848;1243;1176
166966_0;69;4;0;69;27;4;0
166971_0;80;137;6;105;95;0;5
166972_0;7;2;0;119;2;0;65
166985_0;34;1;21;19;133;19;16
166991_0;39;17;568;212;294;429;836
243894_0;405;14986;32;212;1128;478;109
243895_0;15;42;0;141;34;6;0
243902_0;0;0;0;0;0;0;0
243928_0;41;66;28;103;551;2250;546
243935_0;0;0;0;0;0;0;0
243937_0;261;2700;414;1214;1014;258;1272
19705_0;8;40;303;64;151;104;151
19710_0;8;376;207;461;479;447;62
19712_0;0;42;0;0;0;0;0
19722_0;0;0;0;1;0;0;0
19728_0;0;204;6;13;633;416;0
19738_0;3;2;0;0;22;4;0
19739_0;303;25;129;1;310;6;0
19749_0;17;52;224;318;215;190;84
19751_0;41;2;96;18;14170;20205;267
19755_0;74;226;212;16;888;1;353
172885_0;151;194;44;88;2028;171;92
172909_0;0;0;0;0;0;338;5517
172931_0;1065;1074;61;68;110;109;98
113286_0;2;1;30;0;0;34;4
113295_0;2;7;0;110;0;0;8
113302_0;1;1;0;45;160;38;0
113303_0;0;0;0;17;7;23;35
113309_0;32;63;0;122;50;2;15
113311_0;291;229;72;570;355;181;312
113315_0;176;256;3;11;6;0;0
113320_0;499;961;79;24;652;623;838
113323_0;265;31;6;84;1075;53;0
113327_0;0;5;0;0;0;0;0
113337_0;21;192;2;30;31;143;150
162819_0;580;782;1210;1025;13268;3289;244
162824_0;15;56;0;113;1594;67;52
162861_0;124;112;581;1052;1744;784;255
162869_0;71;62;83;873;331;638;35
186236_0;71;87;437;23;20;64;8702
186237_0;628;1452;1781;1031;340;714;105
186248_0;1;2;0;0;1;0;0
186251_0;2;6;13;804;235;3;45
186270_0;0;0;0;0;0;0;0
186284_0;149;199;25;22;793;335;0
186288_0;236;51;0;292;107;11;4
186289_0;18;32;151;150;30;23;16
40820_0;154;58;204;8;135;3966;5
40829_0;15;4;0;5;51;0;15
40831_0;496;808;1115;222;50;486;1931
40832_0;83;32;0;159;42;1091;11
40838_0;259;191;856;685;1282;311;167
40845_0;0;91;26;120;4724;215;726
40858_0;292;756;691;1675;1979;653;320
40866_0;0;0;0;0;0;0;0
61876_0;125;500;77;495;1099;1069;156
61880_0;0;24;3;0;0;2;0
61882_0;20;24;139;2595;1110;143;3282
61888_0;5;0;0;0;339;23;424
61907_0;28;15;31;62;2723;81;52
32576_0;69;41;165;180;475;96;191
32578_0;40;280;1;19;285;56;109
32583_0;0;1;0;2;135;2;6
32595_0;11;57;46;9;167;0;32
32601_0;0;0;0;0;0;0;0
32602_0;0;0;11;0;0;0;0
32614_0;2;38;0;32;20;3;43
32622_0;80;165;211;572;11850;815;43
32633_0;1696;27;0;3939;2963;323;0
171600_0;0;0;0;0;0;0;0
171604_0;1;41;8;9;177;29;12
171605_0;12;10;3;615;5205;8507;2175
171609_0;49;694;358;1466;548;625;1438
171612_0;0;0;0;0;4;0;0
171642_0;99;298;126;130;3024;551;303
171652_0;1;0;0;0;1;0;0
117365_0;4;7;0;2;0;0;0
117367_0;0;0;0;0;0;0;0
117371_0;0;0;0;0;0;0;0
117372_0;145;402;567;875;1912;886;672
117394_0;875;1142;151;381;3281;245;3
117404_0;0;0;0;0;0;0;0
117410_0;4;5;0;0;0;0;0
22153_0;0;0;0;0;0;0;0
22162_0;31;22;0;3;123;3;0
22163_0;112;610;176;829;638;165;132
22182_0;0;10;59;13;37;3;0
22189_0;75;1256;129;703;1080;75;1195
22195_0;9;63;28;177;198;65;178
22200_0;8;144;97;325;292;140;1047
96444_0;7;728;950;1248;272;138;117
96449_0;45;60;40;103;2760;72;609
96454_0;0;4;0;26;0;0;0
96476_0;0;17;0;14;58;0;283
96481_0;0;0;1;0;0;1;1
96483_0;0;0;0;1;0;0;0
96490_0;0;14;0;0;2;1;0
96499_0;0;0;0;0;1;0;0
92250_0;63;80;389;1102;223;1480;124
92257_0;982;1247;4275;3692;2894;1633;8715
92262_0;0;0;0;0;0;0;0
92275_0;235;110;543;107;143;10;149
238450_0;206;71;9;333;86;50;8
238460_0;0;0;0;0;0;0;0
238491_0;1;0;2;548;323;4;15
238498_0;0;0;0;398;231;0;7254
175768_0;0;0;0;0;0;0;0
175769_0;395;12;6;37;4;2;994
175772_0;16;57;2;119;6;124;2
175775_0;1394;1102;521;1221;1670;2240;945
175783_0;9;6;9;2878;9254;500;0
175786_0;170;760;425;358;197;19;202
175797_0;110;687;356;804;1582;464;466
175801_0;360;1185;2090;3261;3988;1910;1192
46735_0;817;1904;1997;1596;3875;1931;1241
46743_0;1;19;0;0;27;1;0
46751_0;0;128;70;124;1;0;311
46761_0;0;4;3445;50;59;56;0
46773_0;0;0;0;7;0;0;0
46781_0;11;0;0;551;11;2;4
46782_0;0;0;0;0;5;0;0
184534_0;2;2;0;54;9690;184;31
184543_0;59;81;95;69;11241;334;12
184557_0;0;0;0;0;12;0;0
184572_0;210;1226;1295;609;3364;2072;2286
240038_0;0;10;0;7;6;9;0
240046_0;119;203;26;123;63;381;525
240050_0;0;4;0;0;0;0;3
240053_0;10;187;160;200;449;41;63
240066_0;2;63;0;0;48;2;0
240073_0;3;17;202;241;133;28;179
240084_0;4;0;0;0;123;0;0
240086_0;1947;881;6;106;128;9;34
167387_0;0;0;0;0;1;0;0
167401_0;2;23;235;680;484;2901;151
167404_0;0;0;0;0;2;0;0
167415_0;0;0;0;0;0;0;0
167434_0;0;0;0;0;0;0;0
167438_0;49;85;137;160;533;154;55
113591_0;0;0;0;0;0;0;0
113597_0;0;0;0;0;0;0;0
113617_0;282;540;1716;197;623;1000;330
113620_0;118;24;48;199;83;8;36
225657_0;0;2;0;23;7;0;0
225660_0;166;1270;358;1296;4776;454;4065
225661_0;10;41;21;104;0;72;5
225667_0;1;31;0;0;0;0;0
225670_0;0;7;0;51;0;71;0
225679_0;11;6;3;67;67;3;14
225680_0;0;0;0;54;21;11;11
225682_0;0;0;0;0;294;0;0
225688_0;2722;679;1602;251;888;1011;128
225690_0;111;42;79;33;93;15;0
225695_0;1;93;21;4;31;0;6092
225696_0;175;329;256;850;567;156;106
128039_0;17;3;3;134;128;10;1
128042_0;7;7;0;2;471;22;0
128046_0;142;4668;4831;335;142;66;155
128049_0;36;10;8;0;222;25;1928
128060_0;70;351;70;464;707;373;562
128083_0;125;887;0;3562;340;994;10
128098_0;4;0;0;0;0;0;0
160569_0;220;241;964;118;325;3159;1733
160576_0;0;0;0;0;0;0;0
160578_0;445;299;144;560;615;172;218
160580_0;69;158;5012;2715;41;12;247
160590_0;1685;10;6;8764;7516;2149;55
160598_0;102;832;349;609;508;672;860
160599_0;151;266;192;197;0;437;46
160604_0;2;0;0;0;7;0;0
160610_0;219;915;726;1557;1481;1082;314
181902_0;231;649;359;308;266;310;2470
181910_0;0;5;2;891;2808;3;4
181942_0;0;107;449;3145;895;8486;4338
181959_0;43;830;1399;1683;1843;269;4351
172699_0;116;88;206;189;430;1170;22
172702_0;40;375;37;44;273;250;358
172704_0;51;106;153;59;382;37;43
172716_0;58;45;0;2;5;18;0
172724_0;0;63;7;115;452;254;3
172726_0;5;5;0;0;7;0;0
172748_0;0;0;0;0;0;0;16
160687_0;66;13;0;19;1;0;0
160692_0;0;43;117;1842;187;0;0
160700_0;223;827;745;1882;455;461;1113
160717_0;47;38;61;9;77;197;311
160726_0;113;99;2201;711;6155;453;176
15990_0;789;336;603;858;686;1248;618
15993_0;100;144;200;667;874;203;1142
15994_0;0;0;0;0;0;0;0
16025_0;17;0;11;16;448;28;0
